Tool,File,Contract,Vulnerability,Severity,SWC.ID,Remediation,Description.More.Info,Execution.time,Total.Time,source_file,subfolder,filename
mythril,smartbugs-dataset/arithmetic/timelock.sol,TimeLock,==== Transaction Order Dependence ====,Medium,SWC-ID: https://swcregistry.io/docs/SWC-114,The value of the call is dependent on balance or storage write,Estimated Gas Usage: 8801 - 63842,18.41299009,226.4621739,output_arithmetic.csv,arithmetic,timelock.sol
mythril,smartbugs-dataset/arithmetic/integer_overflow_1.sol,Overflow_Add,==== Integer Arithmetic Bugs ====,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can overflow.,Estimated Gas Usage: 6024 - 26119,5.491621971,226.4621739,output_arithmetic.csv,arithmetic,integer_overflow_1.sol
mythril,smartbugs-dataset/arithmetic/integer_overflow_mapping_sym_1.sol,IntegerOverflowMappingSym1,==== Exception State ====,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 36 - 131,6.493376017,226.4621739,output_arithmetic.csv,arithmetic,integer_overflow_mapping_sym_1.sol
mythril,smartbugs-dataset/arithmetic/integer_overflow_mapping_sym_1.sol,IntegerOverflowMappingSym1,==== Exception State ====,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 64 - 159,6.493376017,226.4621739,output_arithmetic.csv,arithmetic,integer_overflow_mapping_sym_1.sol
mythril,smartbugs-dataset/arithmetic/integer_overflow_mapping_sym_1.sol,IntegerOverflowMappingSym1,==== Integer Arithmetic Bugs ====,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 6081 - 26366,6.493376017,226.4621739,output_arithmetic.csv,arithmetic,integer_overflow_mapping_sym_1.sol
mythril,smartbugs-dataset/arithmetic/integer_overflow_mul.sol,IntegerOverflowMul,==== Integer Arithmetic Bugs ====,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can overflow.,Estimated Gas Usage: 6021 - 26116,4.167489052,226.4621739,output_arithmetic.csv,arithmetic,integer_overflow_mul.sol
mythril,smartbugs-dataset/arithmetic/integer_overflow_mul.sol,IntegerOverflowMappingSym1,==== Exception State ====,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 64 - 159,4.167489052,226.4621739,output_arithmetic.csv,arithmetic,integer_overflow_mul.sol
mythril,smartbugs-dataset/arithmetic/integer_overflow_mul.sol,IntegerOverflowMappingSym1,==== Integer Arithmetic Bugs ====,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 6081 - 26366,4.167489052,226.4621739,output_arithmetic.csv,arithmetic,integer_overflow_mul.sol
mythril,smartbugs-dataset/arithmetic/tokensalechallenge.sol,TokenSaleChallenge,==== Integer Arithmetic Bugs ====,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can overflow.,Estimated Gas Usage: 6147 - 26432,91.88037086,226.4621739,output_arithmetic.csv,arithmetic,tokensalechallenge.sol
mythril,smartbugs-dataset/arithmetic/tokensalechallenge.sol,TokenSaleChallenge,==== Integer Arithmetic Bugs ====,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can overflow.,Estimated Gas Usage: 6147 - 26432,91.88037086,226.4621739,output_arithmetic.csv,arithmetic,tokensalechallenge.sol
mythril,smartbugs-dataset/arithmetic/tokensalechallenge.sol,TokenSaleChallenge,==== Integer Arithmetic Bugs ====,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can overflow.,Estimated Gas Usage: 7879 - 62540,91.88037086,226.4621739,output_arithmetic.csv,arithmetic,tokensalechallenge.sol
mythril,smartbugs-dataset/arithmetic/tokensalechallenge.sol,TokenSaleChallenge,==== Unprotected Ether Withdrawal ====,High,SWC-ID: https://swcregistry.io/docs/SWC-105,Any sender can withdraw Ether from the contract account.,Estimated Gas Usage: 7879 - 62540,91.88037086,226.4621739,output_arithmetic.csv,arithmetic,tokensalechallenge.sol
mythril,smartbugs-dataset/arithmetic/integer_overflow_multitx_multifunc_feasible.sol,IntegerOverflowMultiTxMultiFuncFeasible,==== Integer Arithmetic Bugs ====,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 6873 - 26968,4.140499115,226.4621739,output_arithmetic.csv,arithmetic,integer_overflow_multitx_multifunc_feasible.sol
mythril,smartbugs-dataset/arithmetic/integer_overflow_multitx_multifunc_feasible.sol,Token,==== Integer Arithmetic Bugs ====,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 13093 - 54039,4.140499115,226.4621739,output_arithmetic.csv,arithmetic,integer_overflow_multitx_multifunc_feasible.sol
mythril,smartbugs-dataset/arithmetic/integer_overflow_multitx_multifunc_feasible.sol,Token,==== Integer Arithmetic Bugs ====,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can overflow.,Estimated Gas Usage: 13093 - 54039,4.140499115,226.4621739,output_arithmetic.csv,arithmetic,integer_overflow_multitx_multifunc_feasible.sol
mythril,smartbugs-dataset/arithmetic/BECToken.sol,PausableToken,==== Integer Arithmetic Bugs ====,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can overflow.,Estimated Gas Usage: 24463 - 91369,219.4579072,226.4621739,output_arithmetic.csv,arithmetic,BECToken.sol
mythril,smartbugs-dataset/arithmetic/BECToken.sol,TokenSaleChallenge,==== Integer Arithmetic Bugs ====,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can overflow.,Estimated Gas Usage: 6147 - 26432,219.4579072,226.4621739,output_arithmetic.csv,arithmetic,BECToken.sol
mythril,smartbugs-dataset/arithmetic/BECToken.sol,TokenSaleChallenge,==== Integer Arithmetic Bugs ====,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can overflow.,Estimated Gas Usage: 7879 - 62540,219.4579072,226.4621739,output_arithmetic.csv,arithmetic,BECToken.sol
mythril,smartbugs-dataset/arithmetic/BECToken.sol,TokenSaleChallenge,==== Unprotected Ether Withdrawal ====,High,SWC-ID: https://swcregistry.io/docs/SWC-105,Any sender can withdraw Ether from the contract account.,Estimated Gas Usage: 7879 - 62540,219.4579072,226.4621739,output_arithmetic.csv,arithmetic,BECToken.sol
mythril,smartbugs-dataset/arithmetic/integer_overflow_multitx_onefunc_feasible.sol,IntegerOverflowMultiTxOneFuncFeasible,==== Integer Arithmetic Bugs ====,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 6873 - 26968,3.904809237,226.4621739,output_arithmetic.csv,arithmetic,integer_overflow_multitx_onefunc_feasible.sol
mythril,smartbugs-dataset/arithmetic/integer_overflow_multitx_onefunc_feasible.sol,Token,==== Integer Arithmetic Bugs ====,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can underflow.,Estimated Gas Usage: 13093 - 54039,3.904809237,226.4621739,output_arithmetic.csv,arithmetic,integer_overflow_multitx_onefunc_feasible.sol
mythril,smartbugs-dataset/arithmetic/integer_overflow_multitx_onefunc_feasible.sol,Token,==== Integer Arithmetic Bugs ====,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can overflow.,Estimated Gas Usage: 13093 - 54039,3.904809237,226.4621739,output_arithmetic.csv,arithmetic,integer_overflow_multitx_onefunc_feasible.sol
slither,smartbugs-dataset/bad_randomness/smart_billions.sol#L118-L771,SmartBillions,controlled-array-length,High,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,1.784904957,4094.578621,output_bad_randomness.csv,bad_randomness,smart_billions.sol#L118-L771
slither,smartbugs-dataset/bad_randomness/smart_billions.sol#L459-L478,SmartBillions.commitDividend(address),divide-before-multiply,Medium,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,1.784904957,4094.578621,output_bad_randomness.csv,bad_randomness,smart_billions.sol#L459-L478
slither,smartbugs-dataset/bad_randomness/smart_billions.sol#L118-L771,SmartBillions,erc20-interface,Medium,SWC-ID: https://swcregistry.io/docs/SWC- ,High,,1.784904957,4094.578621,output_bad_randomness.csv,bad_randomness,smart_billions.sol#L118-L771
slither,smartbugs-dataset/bad_randomness/smart_billions.sol#L672-L689,SmartBillions.addHashes(uint256),incorrect-equality,Medium,SWC-ID: https://swcregistry.io/docs/SWC- ,High,,1.784904957,4094.578621,output_bad_randomness.csv,bad_randomness,smart_billions.sol#L672-L689
mythril,smartbugs-dataset/bad_randomness/smart_billions.sol,SmartBillions,Exception State,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 1069 - 1494,2097.514502,4094.578621,output_bad_randomness.csv,bad_randomness,smart_billions.sol
mythril,smartbugs-dataset/bad_randomness/smart_billions.sol,SmartBillions,Exception State,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 436 - 531,2097.514502,4094.578621,output_bad_randomness.csv,bad_randomness,smart_billions.sol
mythril,smartbugs-dataset/bad_randomness/smart_billions.sol,SmartBillions,Integer Arithmetic Bugs,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can overflow.,Estimated Gas Usage: 55660 - 202941,2097.514502,4094.578621,output_bad_randomness.csv,bad_randomness,smart_billions.sol
mythril,smartbugs-dataset/bad_randomness/smart_billions.sol,SmartBillions,Dependence on predictable environment variable,Low,SWC-ID: https://swcregistry.io/docs/SWC-120,A control flow decision is made based on The block.number environment variable.,Estimated Gas Usage: 24450 - 89072,2097.514502,4094.578621,output_bad_randomness.csv,bad_randomness,smart_billions.sol
mythril,smartbugs-dataset/bad_randomness/smart_billions.sol,SmartBillions,Integer Arithmetic Bugs,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can overflow.,Estimated Gas Usage: 55660 - 202941,2097.514502,4094.578621,output_bad_randomness.csv,bad_randomness,smart_billions.sol
mythril,smartbugs-dataset/bad_randomness/smart_billions.sol,SmartBillions,Integer Arithmetic Bugs,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can overflow.,Estimated Gas Usage: 55660 - 202941,2097.514502,4094.578621,output_bad_randomness.csv,bad_randomness,smart_billions.sol
mythril,smartbugs-dataset/bad_randomness/smart_billions.sol,SmartBillions,Integer Arithmetic Bugs,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can overflow.,Estimated Gas Usage: 55660 - 202941,2097.514502,4094.578621,output_bad_randomness.csv,bad_randomness,smart_billions.sol
mythril,smartbugs-dataset/bad_randomness/smart_billions.sol,SmartBillions,Integer Arithmetic Bugs,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can overflow.,Estimated Gas Usage: 55660 - 202941,2097.514502,4094.578621,output_bad_randomness.csv,bad_randomness,smart_billions.sol
mythril,smartbugs-dataset/bad_randomness/smart_billions.sol,SmartBillions,Exception State,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 1405 - 1830,2097.514502,4094.578621,output_bad_randomness.csv,bad_randomness,smart_billions.sol
mythril,smartbugs-dataset/bad_randomness/smart_billions.sol,SmartBillions,Exception State,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 1431 - 1856,2097.514502,4094.578621,output_bad_randomness.csv,bad_randomness,smart_billions.sol
mythril,smartbugs-dataset/bad_randomness/smart_billions.sol,SmartBillions,Integer Arithmetic Bugs,High,SWC-ID: https://swcregistry.io/docs/SWC-101,The arithmetic operator can overflow.,Estimated Gas Usage: 55660 - 202941,2097.514502,4094.578621,output_bad_randomness.csv,bad_randomness,smart_billions.sol
mythril,smartbugs-dataset/bad_randomness/smart_billions.sol,SmartBillions,Exception State,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 1446 - 1541,2097.514502,4094.578621,output_bad_randomness.csv,bad_randomness,smart_billions.sol
mythril,smartbugs-dataset/bad_randomness/smart_billions.sol,SmartBillions,Exception State,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 1600 - 1695,2097.514502,4094.578621,output_bad_randomness.csv,bad_randomness,smart_billions.sol
mythril,smartbugs-dataset/bad_randomness/smart_billions.sol,SmartBillions,Exception State,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 1823 - 2248,2097.514502,4094.578621,output_bad_randomness.csv,bad_randomness,smart_billions.sol
mythril,smartbugs-dataset/bad_randomness/smart_billions.sol,SmartBillions,Exception State,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 1041 - 1136,2097.514502,4094.578621,output_bad_randomness.csv,bad_randomness,smart_billions.sol
mythril,smartbugs-dataset/bad_randomness/smart_billions.sol,SmartBillions,Exception State,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 2015 - 2440,2097.514502,4094.578621,output_bad_randomness.csv,bad_randomness,smart_billions.sol
mythril,smartbugs-dataset/bad_randomness/smart_billions.sol,SmartBillions,Exception State,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 2235 - 2660,2097.514502,4094.578621,output_bad_randomness.csv,bad_randomness,smart_billions.sol
mythril,smartbugs-dataset/bad_randomness/smart_billions.sol,SmartBillions,Exception State,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 10697 - 32212,2097.514502,4094.578621,output_bad_randomness.csv,bad_randomness,smart_billions.sol
mythril,smartbugs-dataset/bad_randomness/smart_billions.sol,SmartBillions,Exception State,Medium,SWC-ID: https://swcregistry.io/docs/SWC-110,An assertion violation was triggered.,Estimated Gas Usage: 31093 - 114788,2097.514502,4094.578621,output_bad_randomness.csv,bad_randomness,smart_billions.sol
slither,smartbugs-dataset/bad_randomness/lucky_doubler.sol#L11-L191,LuckyDoubler,controlled-array-length,High,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,0.805845261,4094.578621,output_bad_randomness.csv,bad_randomness,lucky_doubler.sol#L11-L191
slither,smartbugs-dataset/bad_randomness/lucky_doubler.sol#L127-L133,LuckyDoubler.rand(uint256),weak-prng,High,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,0.805845261,4094.578621,output_bad_randomness.csv,bad_randomness,lucky_doubler.sol#L127-L133
slither,smartbugs-dataset/bad_randomness/lucky_doubler.sol#L67-L122,LuckyDoubler.join(),unchecked-send,Medium,SWC-ID: https://swcregistry.io/docs/SWC- ,Medium,,0.805845261,4094.578621,output_bad_randomness.csv,bad_randomness,lucky_doubler.sol#L67-L122
mythril,smartbugs-dataset/bad_randomness/lucky_doubler.sol,LuckyDoubler,Unchecked return value from external call.,Medium,SWC-ID: https://swcregistry.io/docs/SWC-104,The return value of a message call is not checked.,Estimated Gas Usage: 1105 - 35386,83.29102731,4094.578621,output_bad_randomness.csv,bad_randomness,lucky_doubler.sol
mythril,smartbugs-dataset/bad_randomness/old_blockhash.sol,PredictTheBlockHashChallenge,Dependence on predictable environment variable,Low,SWC-ID: https://swcregistry.io/docs/SWC-120,A control flow decision is made based on The block.number environment variable.,Estimated Gas Usage: 1039 - 1324,77.28194094,4094.578621,output_bad_randomness.csv,bad_randomness,old_blockhash.sol
mythril,smartbugs-dataset/bad_randomness/old_blockhash.sol,PredictTheBlockHashChallenge,Dependence on predictable environment variable,Low,SWC-ID: https://swcregistry.io/docs/SWC-120,A control flow decision is made based on The block hash of a previous block.,Estimated Gas Usage: 8010 - 28865,77.28194094,4094.578621,output_bad_randomness.csv,bad_randomness,old_blockhash.sol
